,location,total_sqft,bath,price,bhk
3621,other,1596.0,3.0,95.0,3
3622,other,1372.0,2.0,90.0,3
3624,other,1650.0,4.0,99.0,4
3625,other,1200.0,2.0,79.0,2
3626,other,2400.0,6.0,130.0,6
3628,other,850.0,2.0,55.0,2
3630,other,705.0,1.0,36.5,1
3634,other,3200.0,3.0,190.0,4
3636,other,10000.0,16.0,550.0,16
3639,other,985.0,2.0,63.0,2
3640,other,1490.0,2.0,88.0,3
3643,other,650.0,1.0,30.0,1
3644,other,1500.0,2.0,89.99,3
3645,other,910.0,1.0,42.0,1
3647,other,532.0,1.0,22.49,1
3651,other,2145.0,4.0,125.0,4
3654,other,1500.0,2.0,97.0,3
3662,other,2400.0,2.0,160.0,2
3663,other,1150.0,2.0,75.0,2
3672,other,1200.0,6.0,70.0,4
3673,other,750.0,2.0,50.0,1
3676,other,1200.0,2.0,70.0,2
3677,other,813.0,1.0,39.0,1
3678,other,3884.0,4.0,240.0,4
3679,other,1630.0,2.0,97.78,3
3683,other,1280.0,2.0,75.0,2
3684,other,500.0,1.0,24.0,1
3686,other,1265.0,2.0,82.0,3
3690,other,2360.0,4.0,150.0,4
3692,other,1575.0,3.0,93.0,3
3695,other,1380.0,2.0,75.0,2
3699,other,1500.0,3.0,95.0,3
3700,other,1180.0,2.0,63.0,2
3705,other,1097.0,2.0,65.0,2
3706,other,1355.0,2.0,75.0,2
3710,other,1505.0,2.0,90.0,2
3711,other,1530.0,2.0,97.0,3
3715,other,1400.0,2.0,80.0,2
3717,other,833.0,1.0,49.0,1
3718,other,1220.0,2.0,68.0,2
3726,other,1150.0,2.0,74.0,2
3728,other,1200.0,2.0,75.0,2
3733,other,1350.0,4.0,85.0,4
3742,other,950.0,2.0,60.0,2
3749,other,1402.0,2.0,85.0,3
3751,other,1000.0,2.0,60.0,2
3758,other,1450.0,2.0,89.6,3
3760,other,1340.0,2.0,77.0,2
3762,other,1665.0,3.0,105.0,3
3763,other,1210.0,2.0,76.0,2
3766,other,1065.0,2.0,58.0,2
3767,other,1000.0,3.0,60.0,2
3769,other,1636.0,3.0,97.0,3
3770,other,1200.0,3.0,72.0,3
3776,other,2065.0,3.0,130.0,3
3781,other,450.0,1.0,25.0,1
3790,other,1080.0,2.0,62.0,2
3794,other,1500.0,2.0,88.0,2
3797,other,856.0,2.0,48.0,2
3798,other,1143.0,2.0,62.0,2
3808,other,1020.0,2.0,62.0,2
3809,other,1440.0,4.0,88.0,4
3811,other,1200.0,2.0,75.0,3
3812,other,985.0,2.0,55.0,2
3816,other,1150.0,2.0,69.0,2
3818,other,1500.0,2.0,90.0,3
3819,other,900.0,2.0,55.0,2
3825,other,1180.0,2.0,74.0,2
3828,other,2000.0,3.0,120.0,3
3831,other,2230.0,4.0,130.0,4
3834,other,3160.0,4.0,206.0,4
3835,other,1200.0,1.0,65.0,2
3845,other,700.0,2.0,43.0,2
3846,other,1800.0,3.0,105.0,6
3848,other,990.0,2.0,58.0,2
3849,other,1810.0,3.0,118.0,3
3856,other,1760.0,2.0,116.0,3
3858,other,1200.0,2.0,75.6,3
3861,other,905.0,2.0,50.0,2
3863,other,550.0,1.0,23.0,1
3870,other,827.0,2.0,45.0,2
3877,other,1205.0,2.0,70.0,2
3878,other,1200.0,2.0,75.0,2
3883,other,1100.0,2.0,61.0,2
3884,other,1200.0,4.0,80.0,3
3887,other,1515.0,3.0,90.0,3
3891,other,1200.0,1.0,69.0,1
3895,other,1190.0,2.0,70.0,2
3897,other,1594.0,3.0,99.0,3
3898,other,1250.0,2.0,68.0,2
3899,other,1290.0,1.0,77.5,2
3901,other,1200.0,2.0,75.0,2
3904,other,2070.0,3.0,135.0,3
3907,other,2010.0,3.0,125.0,3
3908,other,1504.0,2.0,100.0,3
3912,other,1862.0,3.0,120.0,3
3914,other,1020.0,2.0,60.0,2
3917,other,690.0,2.0,42.0,2
3919,other,1230.0,2.0,70.0,2
3920,other,1600.0,3.0,95.0,3
3921,other,2000.0,4.0,130.0,3
3923,other,1112.0,2.0,68.0,2
3924,other,1158.0,2.0,75.0,2
3925,other,3200.0,4.0,200.0,4
3926,other,1266.67,2.0,69.0,2
3930,other,1230.0,2.0,75.0,2
3933,other,2400.0,2.0,135.0,2
3934,other,880.0,2.0,48.0,2
3938,other,1022.0,2.0,57.0,2
3939,other,1200.0,2.0,76.0,2
3941,other,1605.0,3.0,100.0,3
3942,other,1542.0,3.0,98.0,3
3945,other,1333.0,2.0,77.27,2
3946,other,1050.0,2.0,70.0,2
3951,other,1000.0,2.0,60.0,2
3952,other,5720.0,3.0,350.0,3
3953,other,1012.0,2.0,59.0,2
3954,other,600.0,2.0,39.0,2
3957,other,1700.0,3.0,111.0,3
3960,other,1780.0,3.0,110.0,3
3971,other,1490.0,2.0,92.0,3
3972,other,2400.0,5.0,140.0,4
3973,other,1044.0,2.0,60.0,2
3980,other,1293.0,2.0,75.0,2
3982,other,1374.0,2.0,88.0,3
3996,other,2515.0,4.0,155.0,3
4007,other,1200.0,2.0,70.0,2
4008,other,1450.0,3.0,90.0,3
4009,other,1893.0,3.0,115.0,3
4011,other,1205.0,2.0,70.0,2
4012,other,1500.0,3.0,90.0,3
4013,other,1250.0,2.0,67.0,2
4015,other,1400.0,2.0,85.0,2
4023,other,6000.0,1.0,276.0,1
4024,other,825.0,2.0,40.0,1
4028,other,600.0,1.0,33.0,1
4032,other,655.0,1.0,27.0,1
4033,other,927.0,2.0,50.0,2
4036,other,985.0,2.0,57.0,2
4038,other,1503.0,2.0,93.0,3
4043,other,600.0,1.0,35.0,1
4044,other,1010.0,2.0,55.0,2
4045,other,1050.0,2.0,64.8,2
4049,other,1650.0,3.0,110.0,3
4056,other,2400.0,4.0,145.0,4
4058,other,1200.0,3.0,72.0,3
4059,other,510.0,1.0,34.0,1
4060,other,1166.0,2.0,65.0,2
4062,other,940.0,2.0,56.0,2
4066,other,1000.0,2.0,63.0,2
4070,other,1350.0,3.0,81.0,3
4074,other,1567.0,3.0,100.0,3
4076,other,1760.0,3.0,115.0,3
4078,other,520.0,2.0,29.0,1
4081,other,2000.0,2.0,120.0,2
4082,other,1220.0,2.0,65.0,2
4085,other,1130.0,2.0,74.0,2
4086,other,1407.0,2.0,83.87,2
4088,other,1200.0,2.0,67.0,2
4089,other,1400.0,3.0,90.0,3
4090,other,600.0,2.0,35.0,1
4099,other,1800.0,4.0,115.0,3
4101,other,1499.0,3.0,89.0,3
4103,other,1050.0,2.0,65.0,2
4104,other,905.0,2.0,50.0,2
4109,other,4200.0,4.0,255.0,4
4111,other,1200.0,2.0,75.0,2
4112,other,565.0,1.0,33.0,1
4113,other,1000.0,2.0,55.0,2
4117,other,1100.0,2.0,70.0,2
4118,other,420.0,1.0,23.5,1
4119,other,1225.0,2.0,71.05,2
4120,other,1350.0,4.0,90.0,4
4126,other,1500.0,3.0,95.0,3
4127,other,1000.0,2.0,60.0,2
4131,other,648.0,1.0,34.0,1
4134,other,1080.0,2.0,64.0,2
4135,other,1100.0,2.0,61.0,2
4136,other,535.0,1.0,35.0,1
4137,other,1465.0,2.0,88.0,3
4138,other,1145.0,2.0,63.0,2
4139,other,1280.0,2.0,75.0,2
4141,other,1738.0,3.0,110.0,3
4142,other,1500.0,3.0,90.0,3
4146,other,1237.0,3.0,78.0,3
4149,other,1160.0,2.0,75.0,2
4152,other,1155.0,2.0,65.0,2
4154,other,1148.0,2.0,69.0,2
4155,other,1719.0,3.0,110.0,3
4159,other,1230.0,2.0,68.0,2
4162,other,2700.0,4.0,170.0,5
4163,other,1012.0,2.0,59.0,2
4168,other,3400.0,4.0,200.0,4
4170,other,551.0,1.0,30.0,1
4175,other,450.0,1.0,30.0,1
4177,other,1275.0,2.0,69.0,2
4179,other,900.0,1.0,52.3,1
4186,other,1163.0,2.0,68.0,2
4187,other,801.0,1.0,33.645,1
4188,other,1300.0,2.0,80.0,3
4191,other,998.0,2.0,65.0,2
4194,other,1330.0,2.0,80.0,2
4201,other,1130.0,2.0,75.0,2
4205,other,5425.0,13.0,275.0,13
4207,other,900.0,2.0,48.0,2
4208,other,1210.0,2.0,75.0,2
4210,other,1200.0,1.0,70.0,2
4212,other,1200.0,3.0,70.0,2
4213,other,1130.0,2.0,68.0,2
4215,other,1200.0,2.0,75.0,2
4222,other,1450.0,2.0,90.0,2
4224,other,3600.0,4.0,225.0,4
4226,other,925.0,2.0,55.0,2
4227,other,3900.0,3.0,250.0,3
4232,other,1293.0,2.0,80.0,2
4233,other,1000.0,2.0,66.0,2
4234,other,1864.0,3.0,115.0,3
4236,other,2400.0,4.0,150.0,4
4238,other,1525.0,2.0,91.48,3
4239,other,975.0,2.0,60.0,2
4242,other,1500.0,2.0,85.0,1
4243,other,5000.0,5.0,300.0,4
4245,other,1100.0,2.0,68.0,2
4246,other,1385.0,3.0,90.0,3
4251,other,1025.0,2.0,65.0,2
4253,other,1155.0,2.0,69.0,2
4254,other,4000.0,6.0,230.0,6
4263,other,1201.0,2.0,65.0,2
4264,other,660.0,1.0,30.0,1
4265,other,1370.0,2.0,87.0,3
4267,other,1265.0,2.0,68.0,2
4270,other,660.0,1.0,35.0,1
4272,other,1458.0,2.0,87.0,3
4275,other,936.0,1.0,53.0,1
4278,other,2400.0,5.0,150.0,5
4283,other,720.0,1.0,32.39,1
4284,other,1296.0,2.0,70.0,2
4291,other,1100.0,2.0,60.0,2
4298,other,1410.0,3.0,90.0,3
4299,other,1460.0,2.0,87.0,3
4303,other,3535.0,4.0,215.0,4
4305,other,2050.0,3.0,135.0,3
4306,other,1600.0,3.0,100.0,3
4311,other,1165.0,2.0,65.0,2
4313,other,3000.0,6.0,180.0,7
4319,other,1220.0,2.0,65.0,2
4320,other,1200.0,1.0,65.0,1
4326,other,1200.0,3.0,80.0,3
4327,other,610.0,1.0,28.0,1
4329,other,1864.0,3.0,120.0,3
4330,other,950.0,2.0,57.0,2
4332,other,1100.0,2.0,62.0,2
4338,other,1120.0,2.0,60.0,2
4340,other,1308.0,2.0,86.0,2
4344,other,1225.0,2.0,71.05,2
4345,other,1200.0,3.0,78.0,2
4346,other,7000.0,8.0,450.0,4
4350,other,1350.0,2.0,89.5,2
4351,other,1175.0,2.0,70.0,2
4353,other,1460.0,2.0,90.0,3
4360,other,1293.0,2.0,80.0,2
4361,other,1280.0,2.0,68.48,2
4363,other,1250.0,2.0,77.13,3
4368,other,1080.0,2.0,67.0,2
4369,other,1220.0,2.0,72.0,2
4371,other,1350.0,2.0,90.0,2
4374,other,1250.0,2.0,75.0,2
4376,other,648.0,1.0,40.0,1
4380,other,1180.0,2.0,65.0,2
4383,other,975.0,2.0,55.0,2
4386,other,1495.0,3.0,90.0,3
4388,other,1200.0,2.0,75.0,4
4389,other,1000.0,2.0,60.0,2
4391,other,1275.0,2.0,76.0,2
4392,other,793.0,1.0,40.0,1
4394,other,1344.0,4.0,84.0,4
4395,other,1419.0,3.0,85.0,3
4396,other,850.0,1.0,50.0,1
4398,other,933.0,2.0,55.0,2
4401,other,750.0,2.0,40.0,2
4402,other,5100.0,5.0,300.0,6
4403,other,1368.0,2.0,87.0,2
4415,other,800.0,1.0,45.0,2
4416,other,1050.0,2.0,65.0,2
4419,other,1200.0,2.0,68.0,2
4421,other,1040.0,2.0,68.0,2
4423,other,1600.0,3.0,100.0,3
4425,other,1013.0,2.0,60.0,2
4429,other,1500.0,2.0,91.0,2
4431,other,930.0,1.0,55.0,2
4435,other,1427.0,2.0,85.0,3
4448,other,2505.0,3.0,165.0,3
4452,other,1738.0,3.0,110.0,3
4456,other,1290.0,2.0,71.95,2
4461,other,540.0,1.0,24.0,1
4466,other,1500.0,3.0,90.0,3
4470,other,1570.0,2.0,95.0,3
4477,other,2400.0,4.0,150.0,4
4478,other,1600.0,3.0,102.0,3
4480,other,1800.0,6.0,101.0,6
4481,other,1100.0,2.0,65.0,2
4483,other,1200.0,3.0,75.0,3
4484,other,450.0,1.0,20.0,1
4489,other,540.0,1.0,22.5,1
4494,other,30400.0,4.0,1824.0,6
4495,other,1182.0,2.0,64.0,2
4496,other,1500.0,3.0,90.0,3
4499,other,1075.0,2.0,58.0,2
4505,other,1035.0,2.0,60.0,2
4512,other,2872.0,4.0,183.0,4
4514,other,1100.0,2.0,64.08,2
4516,other,1600.0,2.0,90.0,2
4517,other,1012.0,2.0,62.0,2
4523,other,1155.0,2.0,64.0,2
4525,other,1200.0,2.0,70.0,2
